host_response_time;host_response_rate;host_is_superhost;host_listings_count;street;neighbourhood;neighbourhood_cleansed;;;;;;;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;is_location_exact;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;requires_license;license;jurisdiction_names;instant_bookable;is_business_travel_ready;cancellation_policy;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;ano;mes;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews_ltm;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms
within a day;50%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Recreio dos Bandeirantes;Recreio dos Bandeirantes;;;;;;;;Rio de Janeiro;Rio de Janeiro;22785-560;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.026.277.252.796.700;-435.046.145.259.322;t;House;Private room;10;7.0;1.0;10.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Dryer,""Host greets you""}";323.0;$120.00;$2,261.00;$4,974.00;;;1;$100.00;2;180;21 months ago;t;28;58;88;363;15/04/2018;2;12/08/2016;22/08/2016;100.0;9.0;10.0;10.0;10.0;9.0;10.0;f;;;f;f;strict;f;f;1;0.1;2018;4;;;;;;;;;;
within a few hours;100%;t;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Glória;Glória;;;;;;;;Rio de Janeiro;Rio de Janeiro;22210-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.921.189.892.934.300;-4.317.459.708.791.510;f;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Well-lit path to entrance"",""Host greets you"",Beachfront}";0.0;$89.00;;;$0.00;$0.00;1;$40.00;3;300;6 days ago;t;30;41;71;346;15/04/2018;75;24/06/2012;29/03/2018;93.0;9.0;9.0;9.0;9.0;9.0;9.0;f;;;t;f;moderate;t;t;4;1.06;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22250-180;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.942.884.493.412.400;-43.181.151.315.082.200;f;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Ethernet connection""}";0.0;$130.00;;;$350.00;$100.00;1;$0.00;3;29;4 days ago;t;28;58;88;363;15/04/2018;49;13/06/2012;12/02/2018;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;t;t;1;0.69;2018;4;;;;;;;;;;
within an hour;100%;t;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22050-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.971.198.379.055.500;-43.186.460.497.283.000;t;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Step-free access"",""Step-free access"",""Bathtub with bath chair"",""Step-free access"",""Host greets you""}";;$301.00;$3,100.00;$10,900.00;$350.00;$160.00;3;$0.00;3;89;today;t;27;50;80;355;14/04/2018;67;04/07/2012;01/04/2018;98.0;10.0;10.0;10.0;10.0;9.0;10.0;f;;;t;f;strict;f;t;3;0.95;2018;4;;;;;;;;;;
within a day;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22071-060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.986.341.706.397.500;-4.318.401.054.462.810;t;Apartment;Entire home/apt;2;;1.0;1.0;Real Bed;"{TV,""Air conditioning"",Kitchen,Elevator,Essentials}";;$199.00;;;$1,000.00;$120.00;1;$0.00;5;1125;4 days ago;t;14;44;74;349;15/04/2018;2;11/01/2014;15/07/2014;80.0;7.0;9.0;10.0;7.0;9.0;6.0;f;;;t;f;strict;f;t;1;0.04;2018;4;;;;;;;;;;
within a few hours;100%;f;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22790-790;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.011.440.060.009.500;-4.343.772.270.367.350;t;Bed and breakfast;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";;$140.00;$900.00;$2,650.00;;;1;$85.00;1;365;6 weeks ago;t;29;59;89;364;15/04/2018;7;19/06/2012;31/05/2015;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;7;0.1;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Lagoa;;;;;;;;Rio de Janeiro;Rio de Janeiro;22421-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.077.924.386.010;-4.320.843.902.003.010;f;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}";;$526.00;$4,100.00;;;$120.00;2;$0.00;7;30;13 months ago;t;0;0;0;0;15/04/2018;6;04/06/2012;20/08/2016;100.0;10.0;9.0;10.0;10.0;10.0;8.0;f;;;f;f;strict;f;f;1;0.08;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Jardim Botânico;Humaitá;;;;;;;;Rio de Janeiro;Rio de Janeiro;22461-240;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.957.990.719.635.200;-4.320.390.397.870.330;t;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Hangers,Iron,""Laptop friendly workspace""}";;$201.00;$607.00;$2,400.00;$1,000.00;;1;$90.00;7;180;22 months ago;t;29;59;89;364;15/04/2018;1;28/02/2016;28/02/2016;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;2;0.04;2018;4;;;;;;;;;;
;;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22030010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.192.256.145.670;-4.318.115.706.989.230;t;Apartment;Private room;2;1.5;1.0;1.0;Futon;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""Patio or balcony"",""Beach essentials""}";;$191.00;;;;$70.00;1;$0.00;2;15;2 months ago;t;29;59;89;363;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;3;;2018;4;;;;;;;;;;
within a few hours;100%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Recreio dos Bandeirantes;Vargem Pequena;;;;;;;;Rio de Janeiro;Rio de Janeiro;22783-225;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.299.055.511.379.210;-4.348.008.325.144.090;t;Condominium;Entire home/apt;5;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Breakfast,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}";0.0;$85.00;$2,561.00;;$0.00;$102.00;2;$34.00;3;1125;2 weeks ago;t;28;58;88;363;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;4;;2018;4;;;;;;;;;;
within a few hours;100%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22060-002;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-229.809.186.513.638;-4.319.179.159.051.290;t;Apartment;Private room;2;0.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",""Laptop friendly workspace"",""Hot water"",""Host greets you""}";129.0;$171.00;$1,708.00;$3,757.00;$1,366.00;$273.00;1;$34.00;8;30;3 months ago;t;30;60;90;365;14/04/2018;11;01/05/2012;19/02/2018;98.0;10.0;10.0;10.0;9.0;9.0;9.0;f;;;f;f;strict;f;f;3;0.15;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22081-025;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.373.509.559.500;-431.924.098.890.776;t;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";;$222.00;;;$512.00;$171.00;2;$0.00;4;1125;5 months ago;t;2;3;4;47;14/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
within an hour;100%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Estacio;Estácio;;;;;;;;Rio de Janeiro;Rio de Janeiro;20260-130;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.291.585.926.065.160;-4.320.939.275.709.860;f;Hostel;Shared room;1;3.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Suitable for events"",Washer,""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony""}";;$41.00;$225.00;;;;1;$25.00;1;30;a week ago;t;30;60;90;365;14/04/2018;5;12/07/2015;03/04/2017;80.0;8.0;9.0;8.0;9.0;8.0;8.0;f;;;f;f;strict;f;f;3;0.15;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Glória;Glória;;;;;;;;Rio de Janeiro;Rio de Janeiro;22211-190;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-229.241.856.604.818;-4.317.380.361.212.760;f;Apartment;Private room;2;;1.0;;Real Bed;{};;$420.00;;;;;1;$0.00;1;1125;22 months ago;t;30;60;90;365;14/04/2018;0;;;;;;;;;;f;;;t;f;flexible;f;f;2;;2018;4;;;;;;;;;;
within a day;60%;f;21.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22640348;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.300.096.121.019.520;-4.330.893.496.409.970;f;House;Private room;2;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Essentials}";0.0;$75.00;;;;;1;$50.00;1;1125;3 months ago;t;30;60;90;365;15/04/2018;5;19/11/2012;08/09/2014;93.0;8.0;8.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;21;0.08;2018;4;;;;;;;;;;
within an hour;100%;f;2.0;Rio de Janeiro, RJ, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;RJ;22620-311;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.300.730.546.229.470;-4.332.376.033.222.130;t;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";;$150.00;$1,500.00;$5,000.00;;$130.00;5;$0.00;3;30;4 weeks ago;t;25;50;80;347;15/04/2018;6;15/02/2013;29/07/2017;90.0;10.0;9.0;10.0;9.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.1;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, RJ, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;RJ;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.983.096.284.994.400;-4.320.063.186.852.560;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;{TV};;$499.00;;;;;1;$0.00;1;1125;49 months ago;t;30;60;90;365;14/04/2018;2;14/02/2013;17/07/2014;94.0;10.0;10.0;10.0;10.0;10.0;8.0;f;;;f;f;strict;f;f;1;0.03;2018;4;;;;;;;;;;
within an hour;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22040-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.995.670.780.430;-431.825.230.102.685;t;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";;$171.00;;;$500.00;$150.00;2;$20.00;5;90;4 days ago;t;0;0;0;164;15/04/2018;47;28/07/2013;17/11/2017;91.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;t;t;1;0.82;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;;Praça Seca;;;;;;;;Rio de Janeiro;Rio de Janeiro;21321-620;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.901.240.859.120.500;-4.334.985.884.309.780;t;House;Private room;3;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),""Family/kid friendly"",""Fire extinguisher""}";;$342.00;;;;;1;$0.00;1;1125;18 months ago;t;0;0;0;0;15/04/2018;0;;;;;;;;;;f;;;f;f;flexible;f;f;1;;2018;4;;;;;;;;;;
within a day;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22071-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.978.437.892.173.400;-4.318.856.697.029.610;t;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom""}";377.0;$427.00;$2,391.00;$10,245.00;$683.00;$137.00;2;$85.00;2;60;6 weeks ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;moderate;f;f;2;;2018;4;;;;;;;;;;
within a few hours;90%;f;1.0;Rio, Rio de Janeiro, Brazil;Laranjeiras;Laranjeiras;;;;;;;;Rio;Rio de Janeiro;22231-180;Rio De Janeiro;Rio, Brazil;BR;Brazil;-22.934.087.653.139.900;-4.318.081.591.762.390;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Dryer,Essentials,Iron}";226.0;$68.00;$200.00;$700.00;;$33.00;1;$26.00;2;60;2 months ago;t;19;22;52;327;15/04/2018;56;22/06/2012;17/02/2018;89.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.79;2018;4;;;;;;;;;;
within an hour;100%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Lagoa;;;;;;;;Rio de Janeiro;Rio de Janeiro;22060-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.974.668.466.854.400;-4.319.670.649.970.600;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Suitable for events"",Dryer,Essentials,""Lock on bedroom door"",""Hair dryer"",""Self check-in"",""Front desk/doorperson"",""Hot water""}";;$134.00;;$3,863.00;$1,027.00;;1;$171.00;4;30;4 days ago;t;30;51;81;204;15/04/2018;1;11/07/2014;11/07/2014;100.0;10.0;10.0;10.0;10.0;10.0;;f;;;f;f;strict;t;t;4;0.02;2018;4;;;;;;;;;;
within an hour;86%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Humaitá;Lagoa;;;;;;;;Rio de Janeiro;Rio de Janeiro;22261-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.082.614.775.810;-4.320.411.739.186.430;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";0.0;$348.00;;;;;1;$0.00;1;15;12 months ago;t;30;60;90;365;15/04/2018;5;04/01/2013;28/02/2017;96.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;t;f;strict;f;f;1;0.08;2018;4;;;;;;;;;;
within an hour;100%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22060-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.917.274.871.210;-4.318.893.808.558.530;f;Apartment;Entire home/apt;6;2.5;4.0;5.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Refrigerator,""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}";;$568.00;;$2,740.00;$1,712.00;$205.00;6;$411.00;5;365;4 weeks ago;t;26;47;77;200;15/04/2018;51;06/01/2013;30/01/2018;92.0;9.0;9.0;10.0;9.0;10.0;9.0;f;;;f;f;moderate;t;t;4;0.79;2018;4;;;;;;;;;;
within a few hours;100%;t;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22410-003;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.984.254.883.650.800;-4.321.416.932.707.490;t;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access""}";;$150.00;;;$0.00;$80.00;3;$30.00;2;180;a week ago;t;0;11;28;303;15/04/2018;85;18/03/2013;01/04/2018;96.0;9.0;10.0;10.0;10.0;10.0;9.0;f;;;t;f;flexible;f;f;1;1.37;2018;4;;;;;;;;;;
within an hour;90%;f;55.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22081-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.356.533.932.850;-4.319.368.762.071.840;f;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;{};;$239.00;;;;;1;$0.00;3;1125;3 months ago;t;30;60;90;365;14/04/2018;14;12/02/2013;22/09/2017;93.0;10.0;9.0;10.0;10.0;10.0;8.0;f;;;f;f;strict;f;f;54;0.22;2018;4;;;;;;;;;;
within a day;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22793-331;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.300.897.249.916.720;-4.342.436.659.330.720;t;House;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Bed linens""}";;$324.00;$2,049.00;;$683.00;;1;$0.00;4;14;3 months ago;t;30;60;90;365;15/04/2018;1;15/08/2016;15/08/2016;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;2;0.05;2018;4;;;;;;;;;;
;;f;3.0;Rio de Janeiro, RJ, Brazil;;Praia da Bandeira;;;;;;;;Rio de Janeiro;RJ;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.281.027.552.645.920;-4.318.177.774.736.990;t;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";;$240.00;$1,678.00;$7,431.00;;$171.00;1;$89.00;2;365;9 months ago;t;30;60;90;365;15/04/2018;2;24/06/2014;01/07/2014;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;t;3;0.04;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22640-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.006.900.470.598.500;-4.331.146.697.305.050;t;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Hangers,Iron}";215.0;$143.00;;;$350.00;$40.00;3;$0.00;2;30;5 months ago;t;0;13;43;318;15/04/2018;1;09/08/2016;09/08/2016;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;moderate;f;f;2;0.05;2018;4;;;;;;;;;;
within a few hours;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Tijuca;Alto da Boa Vista;;;;;;;;Rio de Janeiro;Rio de Janeiro;20531-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.950.906.463.670.500;-4.326.336.063.299.730;t;House;Entire home/apt;10;4.5;4.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}";;$488.00;;;$3,500.00;$170.00;10;$70.00;5;30;2 months ago;t;23;53;83;358;15/04/2018;3;13/02/2016;14/02/2018;87.0;10.0;8.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;2;0.11;2018;4;;;;;;;;;;
