host_response_time;host_response_rate;host_is_superhost;host_listings_count;street;neighbourhood;neighbourhood_cleansed;;;;;;;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;is_location_exact;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;requires_license;license;jurisdiction_names;instant_bookable;is_business_travel_ready;cancellation_policy;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;ano;mes;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews_ltm;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms
a few days or more;0%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Cosme Velho;Santa Teresa;;;;;;;;Rio de Janeiro;Rio de Janeiro;22241-080;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.938.718.255.747.300;-4.319.853.035.400.540;f;Bed and breakfast;Private room;5;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Hot tub"",Washer}";;$386.00;$2,431.00;;;;2;$115.00;1;30;14 months ago;t;29;59;89;364;15/04/2018;0;;;;;;;;;;f;;;f;f;moderate;f;f;4;;2018;4;;;;;;;;;;
a few days or more;0%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Cosme Velho;Cosme Velho;;;;;;;;Rio de Janeiro;Rio de Janeiro;22241-080;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.293.849.819.755.960;-4.319.717.432.773.280;f;House;Private room;5;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Essentials}";;$314.00;;;;;1;$0.00;1;1125;15 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;moderate;f;f;4;;2018;4;;;;;;;;;;
a few days or more;0%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Cosme Velho;Cosme Velho;;;;;;;;Rio de Janeiro;Rio de Janeiro;22241-080;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.293.837.983.245.960;-43.198.011.004.314.200;f;House;Shared room;4;1.0;1.0;4.0;Real Bed;"{Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),Cat(s)}";;$99.00;;;;;1;$98.00;1;30;21 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;moderate;f;f;4;;2018;4;;;;;;;;;;
within a few hours;100%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22020-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.968.326.710.880.000;-4.318.139.781.651.580;t;Apartment;Entire home/apt;7;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Self check-in"",""Front desk/doorperson""}";1507.0;$1,082.00;;;$856.00;$240.00;6;$106.00;1;14;29 months ago;t;30;60;90;365;15/04/2018;1;14/01/2013;14/01/2013;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;2;0.02;2018;4;;;;;;;;;;
within a day;100%;f;2.0;Ipanema, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Ipanema;Rio de Janeiro;22410-003;Rio De Janeiro;Ipanema, Brazil;BR;Brazil;-2.298.398.575.343.700;-4.320.839.883.800.170;t;Apartment;Entire home/apt;6;3.0;2.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens"",""Extra pillows and blankets""}";915.0;$499.00;;;$1,000.00;$170.00;4;$100.00;3;365;3 months ago;t;30;60;90;365;14/04/2018;8;26/02/2013;07/04/2015;94.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;2;0.13;2018;4;;;;;;;;;;
within a day;75%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22071-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.988.156.664.040.700;-4.319.384.487.296.510;t;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",""Host greets you""}";;$451.00;;;$325.00;$100.00;2;$100.00;1;15;6 weeks ago;t;30;60;90;365;15/04/2018;17;31/12/2012;12/03/2016;84.0;9.0;8.0;9.0;10.0;9.0;8.0;f;;;f;f;strict;t;t;2;0.26;2018;4;;;;;;;;;;
within an hour;100%;f;9.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22031-011;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.447.367.211.870;-4.319.010.783.588.070;t;Apartment;Entire home/apt;8;1.0;2.0;6.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Family/kid friendly"",Washer}";;$249.00;$1,750.00;$5,250.00;$1,000.00;$150.00;1;$0.00;1;180;6 weeks ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;9;;2018;4;;;;;;;;;;
within a few hours;83%;f;10.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22060-002;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.982.063.624.902.100;-4.318.994.044.556.550;t;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Hair dryer"",Iron}";;$161.00;;;$600.00;$140.00;2;$38.00;3;365;today;t;30;60;90;365;14/04/2018;15;17/07/2014;26/09/2017;86.0;9.0;9.0;9.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;10;0.33;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22281-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.295.423.184.347.810;-4.319.316.854.383.660;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer,""First aid kit"",Essentials}";;$247.00;;;$500.00;$90.00;1;$0.00;3;14;4 months ago;t;0;0;0;224;15/04/2018;2;08/12/2012;24/04/2014;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;2;0.03;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22040-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.969.002.089.982.900;-4.318.342.896.626.560;t;Apartment;Entire home/apt;4;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials}";1076.0;$335.00;;;;;3;$0.00;5;15;10 months ago;t;0;0;0;75;14/04/2018;27;03/01/2013;15/07/2015;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;2;0.42;2018;4;;;;;;;;;;
within an hour;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Gávea;Gávea;;;;;;;;Rio de Janeiro;Rio de Janeiro;22451-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.976.330.533.496.300;-4.322.719.711.601.430;t;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson""}";;$451.00;;$20,000.00;$1,000.00;$150.00;1;$0.00;2;1125;3 months ago;t;30;32;58;333;15/04/2018;12;02/01/2016;05/02/2018;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.43;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Laranjeiras;Laranjeiras;;;;;;;;Rio de Janeiro;Rio de Janeiro;22240-005;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.293.750.389.211.930;-43.192.153.681.778.800;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Elevator,Essentials,Shampoo,Hangers,""Hair dryer"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";0.0;$164.00;;;;$100.00;1;$50.00;3;90;3 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;t;f;flexible;f;f;1;;2018;4;;;;;;;;;;
within an hour;90%;f;55.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.985.426.686.675.700;-4.320.643.998.325.730;f;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning""}";;$273.00;;;;;1;$0.00;1;1125;19 months ago;t;30;60;90;365;14/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;54;;2018;4;;;;;;;;;;
within an hour;90%;f;55.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.985.927.680.044.200;-4.320.538.815.147.590;f;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning""}";;$273.00;;;$1,366.00;;1;$0.00;3;1125;3 months ago;t;30;60;90;365;14/04/2018;8;04/03/2013;25/11/2015;93.0;9.0;9.0;9.0;9.0;10.0;9.0;f;;;f;f;strict;f;f;54;0.13;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22011-002;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.963.769.091.908.300;-4.317.862.530.656.660;t;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";484.0;$161.00;;$4,231.00;$820.00;$137.00;2;$27.00;4;120;today;t;0;30;50;310;14/04/2018;57;05/01/2013;21/08/2016;96.0;9.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;t;1;0.89;2018;4;;;;;;;;;;
within an hour;90%;f;55.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.610.699.145.280;-4.320.631.239.213.000;f;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning""}";323.0;$445.00;;;;;1;$0.00;1;1125;19 months ago;t;30;60;90;365;15/04/2018;1;18/03/2013;18/03/2013;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;flexible;f;f;54;0.02;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22260-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.952.930.928.194.300;-4.319.250.846.608.500;t;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""24-hour check-in""}";269.0;$75.00;;;;$85.00;1;$25.00;1;365;3 months ago;t;0;0;0;99;15/04/2018;22;18/01/2013;04/12/2017;88.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;t;f;moderate;f;f;1;0.34;2018;4;;;;;;;;;;
within an hour;90%;f;55.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.617.538.152.380;-43.206.372.798.874.500;f;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning""}";;$444.00;;;;;1;$0.00;2;1125;2 months ago;t;30;60;90;365;14/04/2018;2;11/01/2013;26/02/2013;90.0;9.0;9.0;10.0;9.0;10.0;7.0;f;;;f;f;strict;f;f;54;0.03;2018;4;;;;;;;;;;
within an hour;100%;t;1.0;Rio, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio;Rio de Janeiro;22071-100;Rio De Janeiro;Rio, Brazil;BR;Brazil;-22.981.182.786.299.700;-4.319.588.611.752.550;t;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Essentials,""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Long term stays allowed"",""Host greets you""}";269.0;$154.00;$1,704.00;$6,827.00;$512.00;$273.00;2;$34.00;3;150;1 week ago;t;20;20;43;217;14/04/2018;54;02/01/2013;26/02/2018;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;t;1;0.84;2018;4;;;;;;;;;;
a few days or more;0%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;Rio de Janeiro;22441-120;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.984.787.167.944.900;-43.227.291.760.621.100;f;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo}";0.0;$581.00;;;$683.00;$171.00;2;$205.00;4;365;3 months ago;t;30;60;90;365;14/04/2018;11;03/01/2013;04/04/2013;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;t;t;2;0.17;2018;4;;;;;;;;;;
within a few hours;100%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22020-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.610.854.616.640;-4.318.064.093.354.440;t;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""Hot water"",""Host greets you""}";1076.0;$854.00;$14,343.00;$40,981.00;$683.00;$239.00;6;$106.00;1;120;4 weeks ago;t;30;60;90;365;14/04/2018;5;15/02/2013;14/02/2018;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;2;0.08;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Humaitá;Humaitá;;;;;;;;Rio de Janeiro;Rio de Janeiro;22261-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.955.177.618.364.300;-4.319.846.390.359.000;t;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,Shampoo}";861.0;$249.00;$2,500.00;$3,800.00;;$120.00;4;$100.00;4;1125;3 months ago;t;30;60;90;365;15/04/2018;3;27/09/2014;23/11/2014;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;moderate;f;f;1;0.07;2018;4;;;;;;;;;;
within a few hours;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;Rio de Janeiro;22431-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-229.800.600.419.771;-4.322.466.004.451.470;f;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,Iron,""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";484.0;$567.00;;;$0.00;$150.00;1;$75.00;1;1125;2 months ago;t;30;60;90;365;14/04/2018;2;15/02/2013;14/02/2018;90.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;t;f;flexible;f;f;1;0.03;2018;4;;;;;;;;;;
within an hour;100%;t;11.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22071-060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.020.746.364.650;-4.319.280.003.235.430;t;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";0.0;$161.00;;;$350.00;$100.00;1;$0.00;3;90;3 weeks ago;t;29;36;36;36;14/04/2018;18;09/01/2013;29/01/2018;94.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;t;f;strict;t;t;8;0.28;2018;4;;;;;;;;;;
within a few hours;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Jardim Botânico;Jardim Botânico;;;;;;;;Rio de Janeiro;Rio de Janeiro;22460-230;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.966.361.718.563.700;-4.322.920.332.963.100;t;House;Entire home/apt;3;1.5;1.0;2.0;Pull-out Sofa;"{TV,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom""}";0.0;$449.00;;;;$100.00;2;$50.00;1;14;5 months ago;t;29;59;89;364;15/04/2018;11;08/01/2013;28/02/2017;89.0;9.0;9.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;1;0.17;2018;4;;;;;;;;;;
within an hour;100%;t;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22060-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.976.249.631.080.700;-4.318.949.831.277.940;f;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Long term stays allowed"",""Wide doorway""}";;$123.00;;;$500.00;$100.00;2;$30.00;3;30;today;t;14;32;50;215;14/04/2018;71;03/01/2013;16/02/2018;94.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict_14_with_grace_period;t;f;1;1.1;2018;4;;;;;;;;;;
within an hour;100%;f;8.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22020-002;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.687.333.933.680;-43.181.997.999.307.600;t;Apartment;Private room;2;1.0;1.0;1.0;Airbed;"{""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Elevator}";;$161.00;;;$400.00;;2;$100.00;3;1125;4 months ago;t;28;58;88;363;14/04/2018;2;19/02/2013;26/02/2013;96.0;10.0;8.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;7;0.03;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22041-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.007.414.642.690;-43.188.964.017.095.200;f;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Doorman,Breakfast,Elevator,Washer}";80.0;$335.00;;$2,241.00;;$70.00;1;$70.00;7;7;64 months ago;t;30;60;90;365;14/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
within a few hours;80%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22250-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.294.428.259.234.380;-431.837.797.114.423;t;Loft;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo}";;$157.00;$990.00;$3,757.00;$523.00;$123.00;1;$102.00;3;30;4 weeks ago;t;9;39;69;344;15/04/2018;5;22/08/2016;02/04/2018;92.0;9.0;9.0;10.0;10.0;10.0;10.0;f;;;t;f;moderate;f;f;1;0.25;2018;4;;;;;;;;;;
within a day;60%;f;42.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22795-006;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.301.351.398.036.090;-43.391.459.415.981.600;t;Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""24-hour check-in""}";;$386.00;;;;$100.00;1;$0.00;1;1125;2 months ago;t;30;60;90;365;15/04/2018;7;03/01/2013;05/01/2018;91.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;f;f;34;0.11;2018;4;;;;;;;;;;
within a few hours;100%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leme;Leme;;;;;;;;Rio de Janeiro;Rio de Janeiro;22010-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.959.551.925.556.900;-4.316.566.278.233.430;t;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";;$307.00;;$7,513.00;;$205.00;1;$0.00;4;1125;3 months ago;t;30;60;90;365;14/04/2018;8;30/01/2013;02/11/2017;91.0;10.0;9.0;8.0;9.0;10.0;9.0;f;;;f;f;strict;f;f;3;0.13;2018;4;;;;;;;;;;
within a few hours;100%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22020-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.963.351.963.571.500;-4.317.683.674.356.450;t;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;{TV,Internet,Wifi,Kitchen,Doorman,Elevator};;$205.00;;$5,137.00;;$205.00;1;$0.00;1;1125;3 months ago;t;30;60;90;365;15/04/2018;3;02/07/2013;02/03/2016;73.0;8.0;7.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;3;0.05;2018;4;;;;;;;;;;
within a day;100%;f;60.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22070-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.972.241.682.558.600;-4.317.710.772.899.500;t;Apartment;Entire home/apt;10;3.0;3.0;7.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";1184.0;$1,301.00;;;$856.00;$171.00;8;$120.00;3;90;3 weeks ago;t;30;60;90;365;15/04/2018;3;21/06/2014;15/08/2016;100.0;10.0;9.0;9.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;58;0.06;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Laranjeiras;Cosme Velho;;;;;;;;Rio de Janeiro;Rio de Janeiro;22240-170;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.936.749.426.554.500;-4.319.398.217.900.420;t;Apartment;Private room;6;8.0;1.0;8.0;Real Bed;"{TV,Kitchen,""Smoking allowed"",""Pets allowed"",""Buzzer/wireless intercom"",Washer}";;$181.00;$1,200.00;$3,000.00;$1,000.00;$100.00;1;$100.00;5;1125;21 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
